hero_id,opponent_id,value,curated,resolved_value,cpgg,opick,cwatch,disagreement
venture,tracer,4,,4,0.0,0.0,,False
venture,vendetta,0,,0,0.0,0.0,,False
venture,widowmaker,44,,44,50.0,50.0,26.0,False
venture,winston,-8,,-8,0.0,0.0,-31.0,False
venture,wrecking-ball,11,,11,25.0,-50.0,-31.0,False
venture,wuyang,2,,2,0.0,-50.0,,False
venture,zarya,-25,,-25,-25.0,50.0,,False
venture,zenyatta,53,,53,75.0,0.0,,True
widowmaker,ana,50,,50,50.0,50.0,,False
widowmaker,anran,-50,,-50,-50.0,0.0,,False
widowmaker,ashe,66,,66,75.0,-50.0,38.0,False
widowmaker,baptiste,50,,50,50.0,-100.0,,False
widowmaker,bastion,42,,42,50.0,-50.0,,False
widowmaker,brigitte,50,,50,50.0,0.0,,False
widowmaker,cassidy,44,,44,50.0,50.0,27.0,False
widowmaker,dmon,-25,,-25,-25.0,0.0,-25.0,False
widowmaker,domina,29,,29,50.0,-50.0,-22.0,True
widowmaker,doomfist,-69,,-69,-75.0,-50.0,-49.0,False
widowmaker,dva,-66,,-66,-100.0,50.0,-17.0,True
widowmaker,echo,50,,50,50.0,0.0,,False
widowmaker,emre,60,,60,75.0,0.0,,False
widowmaker,freja,0,,0,0.0,0.0,,False
widowmaker,genji,-60,,-60,-100.0,50.0,-9.0,True
widowmaker,hanzo,-2,,-2,0.0,50.0,-9.0,False
widowmaker,hazard,-64,,-64,-75.0,-50.0,-30.0,False
widowmaker,illari,50,,50,50.0,50.0,,False
widowmaker,jetpack-cat,50,,50,50.0,-50.0,,False
widowmaker,junker-queen,32,,32,50.0,-50.0,-17.0,True
widowmaker,junkrat,74,,74,100.0,50.0,26.0,True
widowmaker,juno,43,,43,50.0,50.0,,False
widowmaker,kiriko,-43,,-43,-50.0,0.0,-22.0,False
widowmaker,lifeweaver,9,,9,25.0,50.0,-38.0,True
widowmaker,lucio,-50,,-50,-50.0,50.0,,False
widowmaker,mauga,10,,10,25.0,100.0,-35.0,False
widowmaker,mei,42,,42,50.0,50.0,,False
widowmaker,mercy,31,,31,50.0,0.0,-17.0,True
widowmaker,mizuki,9,,9,,,,False
widowmaker,moira,-16,,-16,-25.0,0.0,,False
widowmaker,orisa,-25,,-25,-25.0,50.0,-26.0,False
widowmaker,pharah,63,,63,75.0,0.0,28.0,False
widowmaker,ramattra,-2,,-2,0.0,-50.0,-9.0,False
widowmaker,reaper,-12,,-12,-25.0,0.0,,False
widowmaker,reinhardt,31,,31,50.0,-50.0,-17.0,True
widowmaker,roadhog,10,,10,25.0,50.0,-37.0,True
widowmaker,shion,-16,,-16,-25.0,50.0,,False
widowmaker,sierra,24,,24,25.0,0.0,,False
widowmaker,sigma,-6,,-6,0.0,-50.0,-22.0,False
widowmaker,sojourn,25,,25,25.0,50.0,,False
widowmaker,soldier-76,23,,23,25.0,0.0,,False
widowmaker,sombra,-61,,-61,-75.0,-50.0,-17.0,False
widowmaker,symmetra,9,,9,0.0,-100.0,36.0,False
widowmaker,torbjorn,23,,23,25.0,50.0,,False
widowmaker,tracer,-75,,-75,-75.0,0.0,,False
widowmaker,vendetta,-45,,-45,-50.0,50.0,-30.0,False
widowmaker,venture,-44,,-44,-50.0,0.0,-26.0,False
widowmaker,winston,-91,,-91,-100.0,-50.0,-64.0,False
widowmaker,wrecking-ball,-72,,-72,-75.0,50.0,-63.0,False
widowmaker,wuyang,25,,25,25.0,50.0,,False
widowmaker,zarya,31,,31,75.0,0.0,-35.0,True
widowmaker,zenyatta,40,,40,50.0,-100.0,,False
winston,ana,71,,71,100.0,0.0,,True
winston,anran,41,,41,,-50.0,41.0,False
winston,ashe,71,,71,100.0,0.0,,True
winston,baptiste,-25,,-25,-25.0,-50.0,,False
winston,bastion,-88,,-88,-100.0,50.0,-50.0,False
winston,brigitte,-29,,-29,-50.0,50.0,,True
winston,cassidy,-50,,-50,-50.0,50.0,,False
winston,dmon,11,,11,25.0,0.0,-31.0,False
winston,domina,31,,31,75.0,0.0,-35.0,True
winston,doomfist,-9,,-9,0.0,50.0,-35.0,False
winston,dva,-23,,-23,-25.0,0.0,-17.0,False
winston,echo,-25,,-25,-25.0,0.0,,False
winston,emre,40,,40,50.0,-50.0,,False
winston,freja,50,,50,50.0,0.0,,False
winston,genji,68,,68,75.0,0.0,47.0,False
winston,hanzo,59,,59,75.0,0.0,,True
winston,hazard,-22,,-22,-25.0,-50.0,-13.0,False
winston,illari,42,,42,50.0,0.0,,False
winston,jetpack-cat,26,,26,,,,False
winston,junker-queen,-67,,-67,-75.0,0.0,-42.0,False
winston,junkrat,0,,0,0.0,0.0,,False
winston,juno,63,,63,75.0,50.0,,False
winston,kiriko,25,,25,25.0,-50.0,,False
winston,lifeweaver,65,,65,75.0,0.0,36.0,False
winston,lucio,-13,,-13,-25.0,-50.0,,False
winston,mauga,-75,,-75,-75.0,50.0,-76.0,False
winston,mei,-25,,-25,-25.0,0.0,,False
winston,mercy,22,,22,25.0,-50.0,,False
winston,moira,-15,,-15,-25.0,50.0,,False
winston,orisa,-42,,-42,-50.0,0.0,-17.0,False
winston,pharah,-50,,-50,-50.0,50.0,,False
winston,ramattra,-47,,-47,-50.0,0.0,-39.0,False
winston,reaper,-62,,-62,-75.0,100.0,-22.0,False
winston,reinhardt,-24,,-24,-25.0,0.0,-22.0,False
winston,roadhog,-57,,-57,-50.0,0.0,-78.0,False
winston,shion,75,,75,75.0,-100.0,,False
winston,sierra,42,,42,50.0,-100.0,,False
winston,sigma,40,,40,75.0,0.0,-17.0,True
winston,sojourn,23,,23,25.0,-50.0,,False
winston,soldier-76,59,,59,75.0,50.0,,True
winston,sombra,7,,7,0.0,0.0,,False
winston,symmetra,-25,,-25,-25.0,0.0,,False
winston,torbjorn,-81,,-81,-100.0,50.0,-37.0,True
winston,tracer,2,,2,0.0,-100.0,,False
winston,vendetta,-11,,-11,-25.0,-50.0,31.0,False
winston,venture,8,,8,0.0,0.0,,False
winston,widowmaker,91,,91,100.0,0.0,64.0,False
winston,wrecking-ball,-6,,-6,0.0,0.0,-22.0,False
winston,wuyang,26,,26,25.0,50.0,,False
winston,zarya,36,,36,100.0,-50.0,-26.0,True
winston,zenyatta,38,,38,75.0,0.0,-22.0,True
wrecking-ball,ana,-50,,-50,-50.0,-50.0,,False
wrecking-ball,anran,36,,36,,,,False
wrecking-ball,ashe,43,,43,50.0,50.0,,False
wrecking-ball,baptiste,10,,10,25.0,50.0,-35.0,False
wrecking-ball,bastion,-25,,-25,-25.0,-100.0,,False
wrecking-ball,brigitte,-25,,-25,-25.0,0.0,,False
wrecking-ball,cassidy,-50,,-50,-50.0,0.0,,False
wrecking-ball,dmon,0,,0,0.0,0.0,,False
wrecking-ball,domina,-47,,-47,,-50.0,-47.0,False
wrecking-ball,doomfist,25,,25,25.0,-100.0,,False
wrecking-ball,dva,-10,,-10,0.0,50.0,-39.0,False
wrecking-ball,echo,-50,,-50,-50.0,-50.0,,False
wrecking-ball,emre,50,,50,50.0,0.0,,False
wrecking-ball,freja,-17,,-17,-25.0,0.0,,False
wrecking-ball,genji,-3,,-3,-25.0,-50.0,59.0,True
wrecking-ball,hanzo,62,,62,75.0,50.0,,False
wrecking-ball,hazard,-7,,-7,0.0,-100.0,,False
wrecking-ball,illari,-25,,-25,-25.0,50.0,,False
wrecking-ball,jetpack-cat,-33,,-33,-50.0,-50.0,,True
wrecking-ball,junker-queen,-28,,-28,-25.0,0.0,-35.0,False
wrecking-ball,junkrat,25,,25,25.0,50.0,,False
wrecking-ball,juno,-16,,-16,-25.0,0.0,,False
wrecking-ball,kiriko,24,,24,25.0,-100.0,,False
wrecking-ball,lifeweaver,30,,30,25.0,0.0,45.0,False
wrecking-ball,lucio,3,,3,0.0,-50.0,,False
wrecking-ball,mauga,-60,,-60,-50.0,0.0,-89.0,False
wrecking-ball,mei,-25,,-25,-25.0,0.0,,False
wrecking-ball,mercy,-4,,-4,-25.0,-50.0,54.0,True
wrecking-ball,mizuki,-14,,-14,,,,False
wrecking-ball,moira,-26,,-26,-50.0,0.0,,True
wrecking-ball,orisa,-50,,-50,-50.0,-50.0,,False
wrecking-ball,pharah,-33,,-33,-75.0,-50.0,,True
wrecking-ball,ramattra,0,,0,0.0,0.0,,False
wrecking-ball,reaper,-24,,-24,-25.0,-50.0,-22.0,False
wrecking-ball,reinhardt,-8,,-8,0.0,50.0,-32.0,False
wrecking-ball,roadhog,-47,,-47,-50.0,-50.0,-39.0,False
wrecking-ball,shion,0,,0,0.0,-100.0,,False
wrecking-ball,sierra,-25,,-25,-25.0,0.0,,False
wrecking-ball,sigma,-6,,-6,0.0,0.0,-22.0,False
wrecking-ball,sojourn,23,,23,25.0,0.0,,False
wrecking-ball,soldier-76,22,,22,25.0,0.0,,False
wrecking-ball,sombra,-68,,-68,-75.0,50.0,-46.0,False
wrecking-ball,symmetra,-36,,-36,-25.0,50.0,-68.0,False
wrecking-ball,torbjorn,-44,,-44,-50.0,-100.0,-25.0,False
wrecking-ball,tracer,-15,,-15,-25.0,-100.0,,False
wrecking-ball,vendetta,-11,,-11,-25.0,-50.0,,False
wrecking-ball,venture,-11,,-11,-25.0,0.0,,False
wrecking-ball,widowmaker,72,,72,75.0,0.0,63.0,False
wrecking-ball,winston,6,,6,0.0,0.0,,False
wrecking-ball,wuyang,30,,30,25.0,-50.0,45.0,False
wrecking-ball,zarya,-25,,-25,-25.0,0.0,,False
wrecking-ball,zenyatta,25,,25,25.0,0.0,,False
wuyang,ana,42,,42,50.0,0.0,,False
wuyang,anran,-13,,-13,,-50.0,-13.0,False
wuyang,ashe,0,,0,0.0,-50.0,,False
wuyang,baptiste,1,,1,0.0,-100.0,,False
wuyang,bastion,56,,56,75.0,100.0,,True
wuyang,brigitte,40,,40,50.0,50.0,,False
wuyang,cassidy,43,,43,50.0,50.0,20.0,False
wuyang,dmon,-22,,-22,-25.0,0.0,-13.0,False
wuyang,domina,17,,17,,,,False
wuyang,doomfist,31,,31,50.0,50.0,-17.0,True
wuyang,dva,-18,,-18,-25.0,50.0,,False
wuyang,echo,-50,,-50,-50.0,50.0,,False
wuyang,freja,0,,0,0.0,100.0,,False
wuyang,genji,18,,18,25.0,-100.0,-4.0,False
wuyang,hanzo,2,,2,0.0,50.0,,False
wuyang,hazard,0,,0,0.0,-50.0,,False
wuyang,illari,22,,22,25.0,50.0,,False
wuyang,jetpack-cat,-24,,-24,-25.0,0.0,-22.0,False
wuyang,junker-queen,25,,25,25.0,-100.0,,False
wuyang,junkrat,0,,0,0.0,0.0,,False
wuyang,juno,-5,,-5,0.0,-50.0,-21.0,False
wuyang,kiriko,20,,20,25.0,0.0,,False
wuyang,lifeweaver,16,,16,25.0,0.0,-13.0,False
wuyang,lucio,-6,,-6,0.0,0.0,-22.0,False
wuyang,mauga,24,,24,25.0,-50.0,21.0,False
wuyang,mei,41,,41,50.0,0.0,,False
wuyang,mercy,-24,,-24,-25.0,0.0,-22.0,False
wuyang,mizuki,4,,4,,,,False
wuyang,moira,-4,,-4,0.0,-50.0,-17.0,False
wuyang,orisa,25,,25,25.0,0.0,,False
wuyang,pharah,-4,,-4,0.0,50.0,-17.0,False
wuyang,ramattra,41,,41,50.0,50.0,,False
wuyang,reaper,25,,25,25.0,-100.0,,False
wuyang,reinhardt,56,,56,75.0,100.0,,True
wuyang,roadhog,0,,0,0.0,0.0,,False
wuyang,shion,0,,0,0.0,0.0,,False
wuyang,sierra,22,,22,25.0,0.0,,False
wuyang,sigma,-50,,-50,-50.0,0.0,,False
wuyang,sojourn,3,,3,0.0,50.0,,False
wuyang,soldier-76,0,,0,0.0,0.0,,False
wuyang,sombra,16,,16,25.0,-50.0,-13.0,False
wuyang,symmetra,62,,62,75.0,50.0,22.0,False
wuyang,torbjorn,46,,46,50.0,-50.0,32.0,False
wuyang,tracer,25,,25,25.0,50.0,,False
wuyang,vendetta,-1,,-1,0.0,-50.0,-4.0,False
wuyang,venture,-2,,-2,0.0,0.0,-9.0,False
wuyang,widowmaker,-25,,-25,-25.0,0.0,,False
wuyang,winston,-26,,-26,-25.0,50.0,-28.0,False
wuyang,wrecking-ball,-30,,-30,-25.0,0.0,-45.0,False
wuyang,zarya,-75,,-75,-75.0,50.0,,False
wuyang,zenyatta,24,,24,25.0,-50.0,22.0,False
zarya,ana,100,,100,100.0,50.0,,False
zarya,anran,53,,53,75.0,50.0,,True
zarya,ashe,-50,,-50,-50.0,-50.0,,False
zarya,baptiste,-5,,-5,0.0,0.0,-21.0,False
zarya,bastion,-75,,-75,-75.0,-50.0,,False
zarya,brigitte,-27,,-27,-25.0,100.0,-32.0,False
zarya,cassidy,-15,,-15,-25.0,100.0,,False
zarya,dmon,-75,,-75,-75.0,0.0,,False
zarya,domina,50,,50,50.0,0.0,,False
zarya,doomfist,26,,26,25.0,50.0,28.0,False
zarya,dva,59,,59,75.0,50.0,,True
zarya,echo,40,,40,50.0,50.0,,False
zarya,emre,13,,13,,,,False
zarya,freja,41,,41,50.0,0.0,,False
zarya,genji,64,,64,75.0,50.0,31.0,False
zarya,hanzo,26,,26,25.0,0.0,28.0,False
zarya,hazard,35,,35,50.0,100.0,-9.0,False
zarya,illari,2,,2,0.0,0.0,,False
zarya,junker-queen,56,,56,75.0,50.0,,True
zarya,junkrat,53,,53,75.0,50.0,,True
zarya,juno,50,,50,50.0,-50.0,,False
zarya,kiriko,-8,,-8,0.0,-50.0,-33.0,False
zarya,lifeweaver,-63,,-63,-75.0,0.0,-25.0,False
zarya,lucio,-6,,-6,0.0,50.0,-25.0,False
zarya,mauga,-18,,-18,-25.0,-50.0,,False
zarya,mei,-48,,-48,-50.0,-50.0,-41.0,False
zarya,mercy,0,,0,0.0,0.0,,False
zarya,moira,25,,25,25.0,50.0,,False
zarya,orisa,75,,75,75.0,0.0,,False
zarya,pharah,50,,50,50.0,100.0,,False
zarya,ramattra,-20,,-20,-25.0,50.0,-4.0,False
zarya,reaper,-25,,-25,-25.0,-50.0,,False
zarya,reinhardt,-42,,-42,-50.0,50.0,-17.0,False
zarya,roadhog,-3,,-3,0.0,50.0,-13.0,False
zarya,shion,40,,40,50.0,-100.0,,False
zarya,sierra,29,,29,50.0,0.0,-24.0,True
zarya,sigma,66,,66,100.0,0.0,,True
zarya,sojourn,50,,50,50.0,50.0,,False
zarya,soldier-76,25,,25,25.0,0.0,,False
zarya,sombra,41,,41,50.0,100.0,,False
zarya,symmetra,18,,18,75.0,0.0,-62.0,True
zarya,torbjorn,50,,50,50.0,50.0,,False
zarya,tracer,-25,,-25,-25.0,50.0,,False
zarya,vendetta,-9,,-9,0.0,50.0,-37.0,False
zarya,venture,25,,25,25.0,-50.0,,False
zarya,widowmaker,-31,,-31,-75.0,0.0,33.0,True
zarya,winston,-36,,-36,-100.0,50.0,27.0,True
zarya,wrecking-ball,25,,25,25.0,-50.0,,False
zarya,wuyang,75,,75,75.0,0.0,,False
zarya,zenyatta,3,,3,0.0,-50.0,,False
zenyatta,ana,-2,,-2,0.0,0.0,-9.0,False
zenyatta,anran,-20,,-20,-25.0,-50.0,-4.0,False
zenyatta,ashe,-18,,-18,-25.0,50.0,,False
zenyatta,baptiste,-7,,-7,0.0,50.0,-26.0,False
zenyatta,bastion,25,,25,25.0,0.0,,False
zenyatta,brigitte,25,,25,25.0,0.0,,False
zenyatta,cassidy,-18,,-18,-25.0,0.0,,False
zenyatta,dmon,-15,,-15,-25.0,0.0,,False
zenyatta,domina,28,,28,,,,False
zenyatta,doomfist,-42,,-42,-75.0,50.0,,True
zenyatta,dva,-38,,-38,-75.0,50.0,,True
zenyatta,echo,-25,,-25,-25.0,0.0,,False
zenyatta,emre,-9,,-9,,50.0,-9.0,False
zenyatta,freja,-41,,-41,-50.0,-50.0,-13.0,False
zenyatta,genji,-43,,-43,-50.0,0.0,-22.0,False
zenyatta,hanzo,-41,,-41,-50.0,-50.0,-13.0,False
zenyatta,hazard,45,,45,50.0,0.0,29.0,False
zenyatta,illari,0,-25.0,-25,0.0,0.0,,False
zenyatta,jetpack-cat,-22,,-22,,-100.0,-22.0,False
zenyatta,junker-queen,25,,25,25.0,50.0,,False
zenyatta,junkrat,-15,,-15,-25.0,50.0,,False
zenyatta,juno,-44,,-44,-50.0,50.0,-25.0,False
zenyatta,kiriko,-7,,-7,0.0,50.0,-26.0,False
zenyatta,lifeweaver,-6,,-6,0.0,-50.0,-24.0,False
zenyatta,lucio,-45,,-45,-50.0,-50.0,-30.0,False
zenyatta,mauga,44,,44,50.0,0.0,25.0,False
zenyatta,mei,1,,1,0.0,0.0,,False
zenyatta,mercy,-26,,-26,-25.0,0.0,-28.0,False
zenyatta,mizuki,0,-25.0,-25,,,,False
zenyatta,moira,-2,,-2,0.0,0.0,-9.0,False
zenyatta,orisa,61,,61,75.0,0.0,,False
zenyatta,pharah,-50,,-50,-50.0,50.0,,False
zenyatta,ramattra,48,,48,50.0,0.0,42.0,False
zenyatta,reaper,-50,,-50,-50.0,50.0,,False
zenyatta,reinhardt,28,,28,25.0,100.0,37.0,False
zenyatta,roadhog,65,,65,75.0,0.0,33.0,False
zenyatta,shion,-39,,-39,-50.0,0.0,-4.0,False
zenyatta,sierra,-25,,-25,-25.0,0.0,,False
zenyatta,sigma,-24,,-24,-50.0,0.0,,True
zenyatta,sojourn,-21,,-21,-25.0,-50.0,-9.0,False
zenyatta,soldier-76,-21,,-21,-25.0,0.0,-9.0,False
zenyatta,sombra,-40,,-40,-50.0,100.0,-9.0,False
zenyatta,symmetra,0,,0,0.0,0.0,,False
zenyatta,torbjorn,24,,24,25.0,0.0,,False
zenyatta,tracer,-75,,-75,-75.0,50.0,,False
zenyatta,vendetta,-38,,-38,-75.0,50.0,,True
zenyatta,venture,-53,,-53,-75.0,-50.0,-4.0,True
zenyatta,widowmaker,-40,,-40,-50.0,50.0,-9.0,False
zenyatta,winston,-38,,-38,-75.0,-50.0,,True
zenyatta,wrecking-ball,-25,,-25,-25.0,-50.0,,False
zenyatta,wuyang,-24,,-24,-25.0,50.0,-22.0,False
zenyatta,zarya,-3,,-3,0.0,0.0,-13.0,False
